376718  /user/trace/source/CPC/SIEBEL_S_CIF_ORG_MAP/INCREMENT/CURRENT
5201198  /user/trace/source/CPC/SIEBEL_S_CONTACT/INCREMENT/CURRENT
2175560  /user/trace/source/CPC/SIEBEL_S_ORG_EXT_T/INCREMENT/CURRENT
8139  /user/trace/source/SIEBEL_NOVA/SIEBEL_CX_PROJECT_ID/INCREMENT/CURRENT
5760394  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_CONTACT/INCREMENT/CURRENT
8460  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_CONTACT_INFO/INCREMENT/CURRENT
1395398  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_CONTACT_X/INCREMENT/CURRENT
688592  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_EMPLOYEE_X/INCREMENT/CURRENT
1492640  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_INV_PROF/INCREMENT/CURRENT
6076949  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ORG_EXT/INCREMENT/CURRENT
14122565  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ORG_EXT_X/INCREMENT/CURRENT
30270  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_SRV_REGN/INCREMENT/CURRENT
60800  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_DOC_AGREE/INCREMENT/CURRENT
82056  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_OPTY/INCREMENT/CURRENT
10937276  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ORDER/INCREMENT/CURRENT
2884620  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ORDER_DTL/INCREMENT/CURRENT
6854  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ORDER_TYPE/INCREMENT/CURRENT
6791141  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ORDER_X/INCREMENT/CURRENT
46484  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_POSTN/INCREMENT/CURRENT
156603  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_PROD_INT/INCREMENT/CURRENT
57435  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_PROD_INT_X/INCREMENT/CURRENT
395341  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_USER/INCREMENT/CURRENT
28396620  /user/trace/source/BRM_NOVA/PIN_ACCOUNT_T/INCREMENT/CURRENT
54713894  /user/trace/source/BRM_NOVA/PIN_BILLINFO_T/INCREMENT/CURRENT
13660  /user/trace/source/BRM_NOVA/PIN_RATE_PLAN_T/INCREMENT/CURRENT
198419934  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ASSET/INCREMENT/CURRENT
63115048  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ASSET_X/INCREMENT/CURRENT
7760784  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_ASSET_XA/INCREMENT/CURRENT
14498  /user/trace/source/BRM_NOVA/PIN_DISCOUNT_T/INCREMENT/CURRENT
17190  /user/trace/source/BRM_NOVA/PIN_PRODUCT_T/INCREMENT/CURRENT
6036359  /user/trace/source/BRM_NOVA/PIN_PURCHASED_DISCOUNT_T/INCREMENT/CURRENT
96915445  /user/trace/source/BRM_NOVA/PIN_PURCHASED_PRODUCT_T/INCREMENT/CURRENT
12852  /user/trace/source/BRM_NOVA/PIN_RATE_T/INCREMENT/CURRENT
107812557  /user/trace/source/BRM_NOVA/PIN_SERVICE_T/INCREMENT/CURRENT
393542  /user/trace/source/SIEBEL_NOVA/SIEBEL_CX_BULK_ADJ/INCREMENT/CURRENT
55518  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_INVC_ADJ_ITEM/INCREMENT/CURRENT
703191  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_INVOICE/INCREMENT/CURRENT
762454  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_INVOICE_ADJ/INCREMENT/CURRENT
1726530  /user/trace/source/SIEBEL_NOVA/SIEBEL_S_POSTN_CON/INCREMENT/CURRENT
54720499  /user/trace/source/BRM_NOVA/PIN_BILL_T/INCREMENT/CURRENT
1088965063  /user/trace/source/BRM_NOVA/PIN_EVENT_T/INCREMENT/CURRENT
